.,Creator Data,Kelas,Title,Alternative Title,URL Photo,Year,Country,Synopsis,Availability,Genres (Up to 5),Actor (Up to 9),Link Trailer,Award,Trailer(link YT)
256,Raihan,3A,InuYasha,-,https://cdn.myanimelist.net/images/anime/1589/95329.jpg,2000,Japan,"Kagome Higurashi's 15th birthday takes a sudden turn when she is forcefully pulled by a demon into the old well of her family's shrine. Brought to the past, when demons were a common sight in feudal Japan, Kagome finds herself persistently hunted by these vile creatures, all yearning for an item she unknowingly carries: the Shikon Jewel, a small sphere holding extraordinary power. Amid such a predicament, Kagome encounters a half-demon boy named Inuyasha who mistakes her for Kikyou, a shrine maiden he seems to resent. Because of her resemblance to Kikyou, Inuyasha takes a violent dislike to Kagome. However, after realizing the dire circumstances they are both in, he sets aside his hostility and lends her a hand. Unfortunately, during a fight for the Shikon Jewel, the miraculous object ends up shattered into pieces and scattered across the land. Fearing the disastrous consequences of this accident, Kagome and Inuyasha set out on a challenging quest to recover the shards before they fall into the wrong hands.",Hulu," Action, Adventure, Fantasy, Romance","Yamaguchi Kappei, Yukino Satsuki, Kuwashima Houko, Tsujitani Kouji, Hidaka Noriko, Watanabe Kumiko, Oogami Izumi, Morikawa Toshiyuki, Narita Ken",https://youtu.be/n5f47FVUlrs,,https://youtu.be/n5f47FVUlrs
257,Raihan,3A,InuYasha: Kanketsu-hen,InuYasha: The Final Act,https://cdn.myanimelist.net/images/anime/7/75570.jpg,2009,Japan,"Thwarted again by Naraku, Inuyasha, Kagome Higurashi, and their friends must continue their hunt for the few remaining Shikon Jewel shards, lest they fully form into a corrupted jewel at the hands of Naraku. But Naraku has plans of his own to acquire them, and will destroy anyone and anything standing in his way—even his own underlings. The persistent, unyielding danger posed by Naraku forces Sango and Miroku to decide what is most important to them—each other or their duty in battle. Meanwhile, Inuyasha must decide whether his heart lies with Kikyou or Kagome, before fate decides for him. Amid the race to find the shards, Inuyasha and his brother Sesshoumaru must also resolve their feud and cooperate for their final confrontation with Naraku, as it is a battle they must win in order to put a stop to his evil and cruelty once and for all.",Hulu," Action, Adventure, Fantasy, Romance","Yamaguchi Kappei, Yukino Satsuki, Kuwashima Houko, Tsujitani Kouji, Hidaka Noriko, Watanabe Kumiko, Oogami Izumi, Morikawa Toshiyuki, Narita Ken",https://youtu.be/BcAuqVLCsZE,,https://youtu.be/BcAuqVLCsZE
258,Raihan,3A,InuYasha Movie 1: Toki wo Koeru Omoi,InuYasha the Movie: Affections Touching Across Time,https://cdn.myanimelist.net/images/anime/1683/94370.jpg,2001,Japan,"During their quest in the feudal era to recover the shards of the miraculous Shikon Jewel, Inuyasha, Kagome Higurashi, and their friends become the target of Menoumaru Hyouga—a demon awakened by one of the Shikon fragments, now in pursuit of Inuyasha's heirloom sword Tessaiga. Following a clash between the fathers of Inuyasha and Menoumaru, the weapon is the only means to restore Menoumaru his rightful family heritage. However, upon ambushing Inuyasha, Menoumaru discovers that Tessaiga's owner alone can wield it. Determined to achieve his objective regardless, he kidnaps Kagome to force Inuyasha to use his blade and release the sealed powers of the Hyouga clan. With their dependable companions' assistance, Inuyasha and Kagome oppose Menoumaru, unaware that his sinister intentions and alarming potential will endanger not only their world but also its distant future.",Hoopla," Action, Adventure, Fantasy, Romance","Yamaguchi Kappei, Yukino Satsuki, Kuwashima Houko, Tsujitani Kouji, Hidaka Noriko, Watanabe Kumiko, Oogami Izumi, Morikawa Toshiyuki, Narita Ken",https://youtu.be/hGhgHK4xKF4?si=ai_aipVgrpsYm_eZ,,https://youtu.be/hGhgHK4xKF4?si=ai_aipVgrpsYm_eZ
259,Raihan,3A,InuYasha Movie 2: Kagami no Naka no Mugenjou,InuYasha the Movie 2: The Castle Beyond the Looking Glass,https://cdn.myanimelist.net/images/anime/1162/92219.jpg,2002,Japan,"Fortune smiles on Inuyasha and his allies when they finally defeat their nemesis Naraku, who has caused them unrelenting hardships. Overjoyed by the long-awaited victory, they all hurry to resume their former lives, unaware that danger still lurks around. Kanna and Kagura, two of Naraku's subordinates, make arrangements to set free a sealed demonic entity that claims to be Kaguya, the legendary Princess of the Heavens. Although preoccupied with their own endeavors, Inuyasha's group members reunite by a string of unusual coincidences involving Kanna and Kagura along with an inexplicable phenomenon of repeated full-moon nights. Upon realizing that Kaguya is behind the troubling events and that she holds a terrible power, they join forces once more to stop the disastrous fate she has planned for the world.",Hoopla," Action, Adventure, Fantasy, Romance","Yamaguchi Kappei, Yukino Satsuki, Kuwashima Houko, Tsujitani Kouji, Hidaka Noriko, Watanabe Kumiko, Oogami Izumi, Morikawa Toshiyuki",https://youtu.be/BZiXEbZ9OQg,,https://youtu.be/BZiXEbZ9OQg
260,Raihan,3A,Hanyou no Yashahime: Sengoku Otogizoushi,Yashahime: Princess Half-Demon,https://cdn.myanimelist.net/images/anime/1005/114781.jpg,2020,Japan,"Half-demon twins Towa and Setsuna were always together, living happily in Feudal Japan. But their joyous days come to an end when a forest fire separates them and Towa is thrown through a portal to modern-day Japan. There, she is found by Souta Higurashi, who raises her as his daughter after Towa finds herself unable to return to her time. Ten years later, 14-year-old Towa is a relatively well-adjusted student, despite the fact that she often gets into fights. However, unexpected trouble arrives on her doorstep in the form of three visitors from Feudal Japan; Moroha, a bounty hunter; Setsuna, a demon slayer and Towa's long-lost twin sister; and Mistress Three-Eyes, a demon seeking a mystical object. Working together, the girls defeat their foe, but in the process, Towa discovers to her horror that Setsuna has no memory of her at all. Hanyou no Yashahime: Sengoku Otogizoushi follows the three girls as they endeavor to remedy Setsuna's memory loss, as well as discover the truth about their linked destinies.",Youtube Ani One,"Action, Adventure, Fantasy","Tadokoro Azusa, Matsumoto Sara, Komatsu Mikako, Yamaguchi Kappei, Narita Ken, Yukino Satsuki, Kuwashima Houko, Hidaka Noriko, Yasumura Makoto",https://youtu.be/O9c9AWheBdQ,,https://youtu.be/O9c9AWheBdQ
261,Asri,3B,Who are You: School 2015,School 2015: Who Are You?,https://www.movieposterdb.com/huayu-hakgyo-2015-i5087824,2015,South Korea,"The story revolves around a high school girl, Lee Eun-bi, who loses her memory and later discovers she has a twin sister. She takes over her sister's life in an elite school, unraveling secrets and mysteries as she tries to find her true identity.",Netflix,"Drama, Mystery, Romance","Kim So-hyun, Nam Joo-hyuk, Yook Sung-jae",https://www.imdb.com/video/vi1000522265/?playlistId=tt5087824&ref_=tt_pr_ov_vi,,
262,Asri,3B,Record of Youth,The Moment of 18,https://h7.alamy.com/comp/2DA5DMM/record-of-youth-aka-chungchungirok-poster-from-left-byeon-woo-seok-park-so-dam-park-bo-gum-season-1-premiered-in-the-us-sep-7-2020-photo-netflix-courtesy-everett-collection-2DA5DMM.jpg,2020,South Korea,"The series follows the lives of three young adults as they navigate the challenges of pursuing their dreams in the competitive world of entertainment and fashion while dealing with love, friendship, and family.",Netflix,"Drama, Romance, Slice of Life","Park Bo-gum, Park So-dam, Byeon Woo-seok",,,https://youtu.be/tahWtPeNkM0
263,Asri,3B,Start-Up,Sandbox,https://cinemags.org/?attachment_id=159160,2020,South Korea,"Start-Up is set in the fictional South Korean Silicon Valley called Sandbox and follows the story of young entrepreneurs striving to build their own companies, navigating challenges in business and relationships.",Netflix,"Drama, Romance, Comedy","Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na",,,https://youtu.be/QLiAdBBAVxI
264,Asri,3B,Kill It,,https://www.movieposterdb.com/kill-it-i9772814,2019,South Korea,The story revolves around a skilled assassin who secretly works as a veterinarian and embarks on a journey to find his true identity while being pursued by a detective who is determined to catch him.,"Viki, Amazon Prime","Action, Crime, Thriller, Mystery, Drama","Jang Ki-yong, Nana",,,https://www.youtube.com/watch?v=bHhxocusS7M
265,Asri,3B,Reborn Rich,The Youngest Son of a Conglomerate,https://www.viu.com/ott/id/articles/wp-content/uploads/2022/10/song-joong-ki-poster-reborn-rich-sub-indo-viu-600x857.jpg,2022,South Korea,Reborn Rich follows the story of a loyal employee who is reborn into the family that betrayed him as the youngest son. He uses his newfound position and knowledge to exact revenge and take control of the conglomerate.,"Viu, Netflix","Drama, Fantasy, Revenge, Business, Mystery","Song Joong-ki, Lee Sung-min, Shin Hyun-bin, Park Ji-hyun",https://www.imdb.com/video/vi3215050009/?playlistId=tt18352538&ref_=tt_pr_ov_vi,"Baeksang Arts Awards – Best Drama, Best Actor (Song Joong-ki)",
266,ucup,3B,Ong-Bak 1, Muay Thai Warrior,https://image.tmdb.org/t/p/original/5iG1Ql7pQJd5gnG77BruaVYjLUq.jpg,2003,Thailand,"""Ong Bak"" follows a Muay Thai fighter named Ting who embarks on a quest to retrieve a stolen Buddha statue’s head from his village. Ting faces numerous obstacles and dangerous enemies in Bangkok.","Amazon Prime Video, Netflix, 
youtube","Action, Adventure, Martial Arts","Tony Jaa, Petchtai Wongkamlao, Vorasit Issara",https://youtu.be/GQ5qcPsCP9A?feature=shared,,
267,ucup,3B,Ong-Bak 2,The Beginning ,https://image.tmdb.org/t/p/original/dAOREYQcl0qWwpN2SPp4yDUk1VG.jpg,2008,Thailand,"This sequel serves as a prequel to the first film, following the story of a hero born as the son of a ruler who becomes a warrior seeking revenge. The film explores Ting’s journey to avenge his family and combat enemies who have destroyed his life.","Amazon Prime Video, Netflix, 
youtube","Action, Adventure, Martial Arts","Tony Jaa, Sorapong Chatree, Tatchakorn Boonlapoon",https://youtu.be/lml3uGdL0RM?feature=shared,,
268,ucup,3B,Ong-Bak 3,,https://es.web.img3.acsta.net/r_1280_720/medias/nmedia/18/82/35/79/19840043.jpg,2010,Thailand,"This film continues from ""Ong Bak 2,"" with Ting now as a ruler striving to restore honor and peace to his kingdom after various conflicts. Ting must confront enemies and challenges to save his village.","Amazon Prime Video, Netflix, 
youtube","Action, Adventure, Martial Arts
","Tony Jaa, Nirut Sirichanya, Sarunyu Wongkrachang
","https://youtu.be/ELXzjJ1RiWA?feature=shared
",,
269,ucup,3B,,,,,,,,,,,,
270,ucup,3B,,,,,,,,,,,,
271,Salsabil,3B,Miracle in Cell No.7,7beonbang-ui Seonmul,https://www.imdb.com/title/tt2659414/mediaviewer/rm317480448/?ref_=tt_ov_i,2013,Korea,A story about the love between a mentally-ill father and his lovingly adorable daughter.,Netflix,"Drama, Comedy","Ryun Seung-ryong, Kal So-won, Park Shin-hye, Kang Ye-seo, Kim Jung-tae, Jung Man-sik, Park Won-sang, Oh Dal-su",https://youtu.be/h9MGZFy-gog?feature=shared,,https://youtu.be/h9MGZFy-gog?feature=shared
272,Salsabil,3B,Our Blues,Uridurui Beulluseu,https://www.imdb.com/title/tt19115260/mediaviewer/rm250027777/?ref_=tt_ov_i,2022,Korea,Romance is sweet and bitter - and life riddled with ups and downs - in multiple stories about people who live and work on bustling Jeju Island.,Netflix,"Drama, Romance","Lee Byung-hun, Shin Min-ah, Cha Seung-won, Lee Jung-eun, Han Ji-min, Kim Woo-bin, Roh Yeon Seo, Kim Jae Won",https://youtu.be/WX1A-iyTAAM?feature=shared,,https://youtu.be/WX1A-iyTAAM?feature=shared
273,Salsabil,3B,Dream High,Deurimhai,https://www.imdb.com/title/tt1996607/mediaviewer/rm4144287489/?ref_=tt_ov_i,2011,Korea,Six students at Kirin Art High School work to achieve their dreams of becoming stars.Students at an arts and entertainment school mature as they face incidents and struggles,Netflix,"Comedy, Romance, Drama","Bae Suzy, Kim Soo-hyun, IU, Ok Taec-yeon, Jang Woo-young, Hahm Eun-jung, Park Seo-joon, Park Eun-bin",https://youtu.be/Dh8t8tdwAiA?feature=shared,,https://youtu.be/Dh8t8tdwAiA?feature=shared
274,Salsabil,3B,Pyramid Game,Piramideu Geim,https://www.imdb.com/title/tt29311421/mediaviewer/rm1041136641/?ref_=tt_ov_i,2024,Korea,"Each person is graded through a popular vote against the backdrop of a girl's high school and if they receive an F grade, they become legitimate victims of school violence.",Viu,"Mystery, Thriller","Jang Da-a, Bona, Ryu Da-bin, Shin Seul-ki, Kang Na Eon, Ha Yul-ri, Hwang Hyun-jung, Oh Se Eun",https://youtu.be/BcYin0vw1yc?feature=shared,,https://youtu.be/BcYin0vw1yc?feature=shared
275,Salsabil,3B,All of Us Are Dead,Jigeum Uri Hakgyoneun,https://www.imdb.com/title/tt14169960/mediaviewer/rm1351868929/?ref_=tt_ov_i,2022,Korea,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out or turn into one of the rabid infected.,Netflix,"Mystery, Action, Drama","Park Solomon, Park Ji-hu, Yoon Chan-young, Cho Yi-hyun, Ha Seung Ri, Lee Yoo Mi, Yoo In Soo, Lee Eun-saem",https://youtu.be/IN5TD4VRcSM?feature=shared,,https://youtu.be/IN5TD4VRcSM?feature=shared
276,Faris,3B,Pee Mak Phrakanong,,https://xl.movieposterdb.com/13_04/2013/2776344/xl_2776344_a3e9a2f0.jpg?v=2024-09-06%2003:26:37,2013,Thailand,"After serving in the war, Mak invites his four soldier friends to his home. Upon arrival they witness the village terrified of a ghost. The four friends hear rumors that the ghost is Mak's wife Nak. Based on Thai folklore.",Netflix,"Comedy, Horror","Mario Maurer, Davika Hoorne, Nattapong Chartpong",https://www.youtube.com/watch?v=B9xbj_UK1pc,,https://www.youtube.com/watch?v=B9xbj_UK1pc
277,Faris,3B,Top Secret: Wai roon pun lan,,https://xl.movieposterdb.com/12_03/2011/2292955/xl_2292955_4e3dd665.jpg,2011,Thailand,"Teen gamer turned businessman launches bestselling seaweed snack brand after family bankruptcy, earning 800 million baht yearly revenue by age 26.",Netflix,"Drama, Romance, Comedy","Pachara Chirathivat, Walanlak Kumsuwan, Somboonsuk Niyomsiri",https://www.youtube.com/watch?v=3jocFB7TZaQ,,https://www.youtube.com/watch?v=3jocFB7TZaQ
278,Faris,3B,SuckSeed: Huay Khan Thep,,https://media-cache.cinematerial.com/p/500x/rumdotbn/suckseed-huay-khan-thep-thai-movie-poster.jpg?v=1576006547,2011,Thailand,"As a young boy, Ped was a geeky kid who held a crush on classmate Ern. When Ern moved away with her family to Bangkok, Ped was crushed. Now in high school, Ped and Ern are reunited after she backs to her hometown and attends the same school. Ped's best friend Koong then hatches a plan to get the attention of Ern and other girls. They will form a rock band! The boys are in for a bigger surprise when they learn Ern is a talented guitarist and joins their band. A talent show competition looms ahead for the band, while Ped and Koong find themselves vying for the attention of Ern ....",Netflix,"Comedy, Music, Romance","Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam",https://www.youtube.com/watch?v=GEgbtJV1D7w,,https://www.youtube.com/watch?v=GEgbtJV1D7w
279,Faris,3B,Seasons change: Phror arkad plian plang boi,, https://xl.movieposterdb.com/12_02/2006/880477/xl_880477_1c18464f.jpg,2006,Thailand,"The story takes place at the College of Music, Mahidol University over one year and covers the three seasons that Bangkok typically experiences - summer, winter and monsoon. It chronicles the life of a young high school student, Pom, and his impulsive decision to attend a music school, unknown to his parents, because of a girl he has secretly liked for three years, Dao. At the music school, he befriends Aom, who eventually becomes his best friend at the academy. As a talented rock drummer he aids a wise Japanese instructor, Jitaro in research. He also forms a rock band with two friends, Ched and Chat. However, in order to become closer to the talented violinist Dao, he joins the orchestra and is assigned by the feisty conductor, Rosie, to play timpani. Eventually, as time schedule collides, he is forced to choose between playing in a rock band or the orchestra, and is also forced to choose between his crush on Dao, or his best friend, Aom.",Netflix,"Comedy, Drama, Music, Romance","Yuwanat Arayanimisakul, Panisara Arayaskul, Witawat Singlampong",https://www.youtube.com/watch?v=ophEFZt9iiU,,https://www.youtube.com/watch?v=ophEFZt9iiU
